texto,categoria,prioridade,setor
Foi identificado que computador não liga mesmo estando conectado à tomada. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Hardware,Crítica,Suporte N1
Foi identificado que VPN registrou conexões incomuns para uma conta. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Segurança,Média,Infraestrutura
Preciso de suporte porque acesso a recursos internos pela rede está falhando. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Rede,Crítica,Infraestrutura
Foi identificado que equipamento foi encontrado com um dispositivo desconhecido conectado. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Hardware,Média,Segurança
"Foi identificado que usuário precisa de ajuda para selecionar a rede corporativa correta. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Rede,Baixa,Suporte N1
Estamos com uma ocorrência em que foi identificado tráfego de rede incomum em uma estação. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Rede,Alta,Segurança
Estamos com uma ocorrência em que houve tentativa de login em horário incomum. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Acesso,Baixa,Segurança
Estamos com uma ocorrência em que usuário recebeu uma solicitação de autenticação que não reconhece. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Solicito análise da equipe responsável.,Acesso,Baixa,Segurança
Estamos com uma ocorrência em que computador não liga mesmo estando conectado à tomada. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Hardware,Alta,Suporte N1
Foi identificado que aplicação apresenta erro depois da última atualização. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Software,Alta,Sistemas
Preciso de suporte porque documentos ficam presos na fila de impressão. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Impressora,Crítica,Suporte N1
Foi identificado que usuário recebeu uma solicitação de autenticação que não reconhece. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Acesso,Alta,Segurança
Foi identificado que equipamento de impressão perdeu comunicação com a rede. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,Impressora,Crítica,Infraestrutura
Foi identificado que aplicativo solicita permissões incomuns que não eram pedidas antes. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Software,Alta,Segurança
Preciso de suporte porque sistema corporativo não consegue gerar o documento para impressão. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Impressora,Alta,Sistemas
Preciso de suporte porque VPN registrou conexões incomuns para uma conta. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Segurança,Alta,Infraestrutura
Preciso de suporte porque regra automática de e-mail não está funcionando corretamente. O problema é pontual e existe uma alternativa para continuar trabalhando. Solicito análise da equipe responsável.,E-mail,Baixa,Sistemas
"Estamos com uma ocorrência em que rede apresenta perda de conexão durante o trabalho. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Rede,Crítica,Infraestrutura
Estamos com uma ocorrência em que usuário não consegue entrar na conta corporativa. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Acesso,Alta,Suporte N1
"Preciso de suporte porque usuário recebeu aviso de alteração de senha que não solicitou. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Acesso,Baixa,Segurança
"Estamos com uma ocorrência em que usuário recebeu uma solicitação de autenticação que não reconhece. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Acesso,Alta,Segurança
"Estamos com uma ocorrência em que conexão com o servidor está intermitente. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",Rede,Alta,Infraestrutura
"Estamos com uma ocorrência em que impressora aparece como offline no computador. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Impressora,Média,Suporte N1
Foi identificado que computador corporativo está superaquecendo. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Hardware,Crítica,Infraestrutura
Preciso de suporte porque ERP apresenta erro ao salvar informações. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Software,Baixa,Sistemas
"Preciso de suporte porque estação apresenta alertas de segurança recorrentes. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Segurança,Média,Segurança
Estamos com uma ocorrência em que impressora aparece como offline no computador. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,Impressora,Crítica,Suporte N1
"Estamos com uma ocorrência em que estação apresenta alertas de segurança recorrentes. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Segurança,Crítica,Segurança
"Preciso de suporte porque impressora compartilhada não está disponível para alguns usuários. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Impressora,Baixa,Infraestrutura
Estamos com uma ocorrência em que senha do usuário não está sendo aceita. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Acesso,Alta,Suporte N1
Foi identificado que rede apresenta perda de conexão durante o trabalho. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,Rede,Crítica,Infraestrutura
Estamos com uma ocorrência em que documentos ficam presos na fila de impressão. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Impressora,Alta,Suporte N1
Estamos com uma ocorrência em que programa instalado não abre para o usuário. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Software,Média,Suporte N1
"Preciso de suporte porque equipamento de impressão perdeu comunicação com a rede. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Impressora,Média,Infraestrutura
"Preciso de suporte porque programa desconhecido apareceu instalado na máquina. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Software,Crítica,Segurança
