texto,categoria,prioridade,setor,grupo
Podem verificar? Há sessões na minha conta que eu não iniciei. Diversos usuários foram impactados e não há uma solução prática para o setor. Agradeço se puderem verificar.,Segurança,Alta,Segurança,acesso_suspeito
O computador conectado por cabo ficou sem acesso. A ocorrência já compromete o trabalho de uma equipe inteira. Preciso de orientação.,Rede,Alta,Infraestrutura,cabeada
"Pessoal, o sistema pede troca de senha mas o processo falha. Grande parte da operação está parada e não existe alternativa disponível. Podem me ajudar?",Acesso,Crítica,Suporte N1,senha
As mensagens enviadas para mim não aparecem. O impacto é pequeno neste momento e não existe urgência operacional. Podem me ajudar?,E-mail,Baixa,Suporte N1,recebimento
"Pessoal, uma mensagem permanece na caixa de saída. O problema afeta diversos usuários e precisa ser tratado com rapidez. Conseguem verificar?",E-mail,Alta,Suporte N1,envio
"Pessoal, o envio de mensagens retorna erro. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Preciso de orientação.",E-mail,Crítica,Suporte N1,envio
Preciso de ajuda: Não consigo mandar e-mails para outros usuários. Muitos usuários estão impedidos de executar atividades críticas da empresa. Podem me ajudar?,E-mail,Crítica,Suporte N1,envio
"Pessoal, o computador não dá sinal ao apertar o botão de ligar. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Conseguem verificar?",Hardware,Média,Suporte N1,energia
"Podem verificar? Os trabalhos de impressão não saem da lista. Existe uma alternativa funcionando, então a solicitação pode aguardar. Conseguem verificar?",Impressora,Baixa,Suporte N1,fila
Tenho uma ocorrência em que Diversos usuários foram impactados e não há uma solução prática para o setor. O problema é que a estação perdeu alimentação durante o expediente. Solicito análise.,Hardware,Alta,Suporte N1,energia
Tenho uma ocorrência em que Grande parte da operação está parada e não existe alternativa disponível. O problema é que o programa fecha sozinho durante o uso. Isso começou hoje.,Software,Crítica,Suporte N1,aplicativo_fechando
Tenho uma ocorrência em que Grande parte da operação está parada e não existe alternativa disponível. O problema é que a digitalização falha antes de salvar o arquivo.,Impressora,Crítica,Suporte N1,scanner
Arquivos locais ficam indisponíveis de forma intermitente. É um incômodo pontual e o trabalho continua normalmente. Solicito análise.,Hardware,Baixa,Suporte N1,armazenamento
"Olá, o programa deixa de responder depois de alguns minutos. Grande parte da operação está parada e não existe alternativa disponível. Podem me ajudar?",Software,Crítica,Suporte N1,aplicativo_fechando
"Olá, recebi aviso de login que não reconheço. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Podem me ajudar?",Segurança,Média,Segurança,acesso_suspeito
"Estou com um problema: Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que a estação não obtém conexão pelo cabo de rede.",Rede,Média,Infraestrutura,cabeada
"Tenho uma ocorrência em que Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que o headset deixou de funcionar na estação.",Hardware,Média,Suporte N1,perifericos
"Estou com um problema: A rotina individual está comprometida, porém o restante da equipe segue trabalhando. O problema é que a aplicação encerra ao executar uma tarefa. Conseguem verificar?",Software,Média,Suporte N1,aplicativo_fechando
"Olá, o código de autenticação não chega ao meu dispositivo. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Solicito análise.",Acesso,Média,Suporte N1,mfa
Estou com um problema: A ocorrência interrompeu uma operação essencial em larga escala. O problema é que não consigo digitalizar documentos no equipamento. Podem me ajudar?,Impressora,Crítica,Suporte N1,scanner
"Pessoal, a máquina acessa a internet mas não os recursos internos. O usuário perdeu produtividade e precisa de suporte para continuar a atividade. Podem me ajudar?",Rede,Média,Infraestrutura,recursos_rede
"Estou com um problema: Existe uma alternativa funcionando, então a solicitação pode aguardar. O problema é que o acesso remoto cai poucos minutos depois de conectar. Conseguem verificar?",Rede,Baixa,Infraestrutura,vpn
"Tenho uma ocorrência em que O problema está limitado a uma estação, mas interfere no trabalho diário. O problema é que o ventilador do computador trabalha no máximo o tempo todo.",Hardware,Média,Infraestrutura,temperatura
A estação informa que o equipamento não está conectado. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Conseguem verificar?,Impressora,Crítica,Suporte N1,offline
Podem verificar? Não consigo enviar o documento digitalizado para o computador. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Agradeço se puderem verificar.,Impressora,Média,Suporte N1,scanner
Estou com um problema: A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. O problema é que a impressora não aparece disponível na estação.,Impressora,Crítica,Suporte N1,offline
"Pessoal, a nova versão do programa não abre corretamente. Existe uma alternativa funcionando, então a solicitação pode aguardar. Isso começou hoje.",Software,Baixa,Sistemas,atualizacao
"Olá, não consigo estabelecer a conexão remota com a empresa. A ocorrência interrompeu uma operação essencial em larga escala. Solicito análise.",Rede,Crítica,Infraestrutura,vpn
"Bom dia, A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. O problema é que não consigo enviar o documento digitalizado para o computador.",Impressora,Crítica,Suporte N1,scanner
"Os e-mails não estão sendo movidos para a pasta configurada. Existe uma alternativa funcionando, então a solicitação pode aguardar. Podem me ajudar?",E-mail,Baixa,Sistemas,regras
"Identificamos que a navegação está muito instável no escritório. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Isso começou hoje.",Rede,Média,Infraestrutura,internet
"Pessoal, a navegação ficou lenta e apresenta interrupções. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Isso começou hoje.",Rede,Alta,Infraestrutura,internet
Podem verificar? O notebook não carrega mesmo conectado à energia. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Agradeço se puderem verificar.,Hardware,Média,Suporte N1,energia
"Bom dia, Muitos usuários estão impedidos de executar atividades críticas da empresa. O problema é que a integração não está enviando os dados esperados. Podem me ajudar?",Software,Crítica,Sistemas,integracao
O erp não permite finalizar o processo. Diversos usuários foram impactados e não há uma solução prática para o setor. Podem me ajudar?,Software,Alta,Sistemas,erp
Preciso de ajuda: O leitor conectado à máquina não responde. A ocorrência já compromete o trabalho de uma equipe inteira. Preciso de orientação.,Hardware,Alta,Suporte N1,perifericos
Podem verificar? Depois da atualização algumas funções deixaram de funcionar. O impacto é pequeno neste momento e não existe urgência operacional. Preciso de orientação.,Software,Baixa,Sistemas,atualizacao
Estou com um problema: Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que não consigo concluir a recuperação da senha. Preciso de orientação.,Acesso,Crítica,Suporte N1,senha
"Os trabalhos de impressão não saem da lista. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Solicito análise.",Impressora,Média,Suporte N1,fila
"Podem verificar? O equipamento passou a apresentar comportamento incomum. Existe uma alternativa funcionando, então a solicitação pode aguardar. Solicito análise.",Segurança,Baixa,Segurança,comportamento_suspeito
Estou com um problema: A equipe está sem conseguir concluir uma operação necessária para o trabalho. O problema é que uma aplicação desconhecida começou a executar sozinha. Podem me ajudar?,Segurança,Alta,Segurança,malware
"Bom dia, Existe uma alternativa funcionando, então a solicitação pode aguardar. O problema é que a máquina apresenta atividades estranhas mesmo sem uso. Conseguem verificar?",Segurança,Baixa,Segurança,comportamento_suspeito
Tenho uma ocorrência em que A equipe está sem conseguir concluir uma operação necessária para o trabalho. O problema é que o aplicativo trava e precisa ser aberto novamente. Preciso de orientação.,Software,Alta,Suporte N1,aplicativo_fechando
Estou com um problema: A equipe está sem conseguir concluir uma operação necessária para o trabalho. O problema é que os computadores estão com dificuldade para acessar a internet.,Rede,Alta,Infraestrutura,internet
Estou com um problema: A ocorrência interrompeu uma operação essencial em larga escala. O problema é que a API usada pela aplicação está retornando falha. Podem me ajudar?,Software,Crítica,Sistemas,integracao
"Preciso de ajuda: E-mails externos não estão chegando à conta. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Podem me ajudar?",E-mail,Média,Suporte N1,recebimento
Estou com um problema: O impacto é pequeno neste momento e não existe urgência operacional. O problema é que um recurso foi modificado sem registro conhecido da equipe. Solicito análise.,Segurança,Baixa,Sistemas,alteracao_nao_autorizada
Podem verificar? O perfil não permite executar a operação necessária. Uma função importante para o setor ficou indisponível para várias pessoas. Isso começou hoje.,Acesso,Alta,Sistemas,permissao
Tenho uma ocorrência em que O impacto é pequeno neste momento e não existe urgência operacional. O problema é que a fila acumula documentos sem processá-los.,Impressora,Baixa,Suporte N1,fila
Tenho uma ocorrência em que O impacto é pequeno neste momento e não existe urgência operacional. O problema é que arquivos locais ficam indisponíveis de forma intermitente. Podem me ajudar?,Hardware,Baixa,Suporte N1,armazenamento
Podem verificar? A impressão apresenta manchas e trechos faltando. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Agradeço se puderem verificar.,Impressora,Crítica,Suporte N1,qualidade
Estou com um problema: É um incômodo pontual e o trabalho continua normalmente. O problema é que depois da atualização algumas funções deixaram de funcionar.,Software,Baixa,Sistemas,atualizacao
"Pessoal, o acesso foi bloqueado e preciso voltar a trabalhar. O problema afeta diversos usuários e precisa ser tratado com rapidez. Solicito análise.",Acesso,Alta,Suporte N1,bloqueio
"Olá, a nova versão do programa não abre corretamente. Muitos usuários estão impedidos de executar atividades críticas da empresa. Conseguem verificar?",Software,Crítica,Sistemas,atualizacao
